Id,SalePrice
1654,182733.0
1655,197146.0
1656,187173.0
1657,189067.0
1658,191591.0
1659,183875.0
1660,302367.0
1661,656919.0
1662,608945.0
1663,641371.0
1664,693124.0
1665,579059.0
1666,640417.0
1667,643192.0
1668,577509.0
1669,523347.0
1670,609835.0
1671,491244.0
1672,669537.0
1673,491412.0
1674,467920.0
1675,324264.0
1676,304812.0
1677,415749.0
1678,717664.0
1679,648547.0
1680,514539.0
1681,414168.0
1682,612366.0
1683,294223.0
1684,339001.0
1685,298391.0
1686,261244.0
1687,324808.0
1688,330752.0
1689,357531.0
1690,347426.0
1691,327913.0
1692,431230.0
1693,322104.0
1694,293240.0
1695,295037.0
1696,452054.0
1697,302603.0
1698,520823.0
1699,520470.0
1700,410180.0
1701,462231.0
1702,481343.0
1703,469345.0
1704,491864.0
1705,428691.0
1706,623939.0
1707,395765.0
1708,396533.0
1709,534320.0
1710,413088.0
1711,452640.0
1712,450715.0
1713,470343.0
1714,394209.0
1715,346112.0
1716,359907.0
1717,320649.0
1718,247862.0
1719,362543.0
1720,450230.0
1721,375897.0
1722,277264.0
1723,327655.0
1724,380306.0
1725,382561.0
1726,299836.0
1727,282559.0
1728,312058.0
1729,294663.0
1730,256046.0
1731,245960.0
1732,255820.0
1733,242488.0
1734,240236.0
1735,249557.0
1736,220045.0
1737,563868.0
1738,434366.0
1739,301607.0
1740,331032.0
1741,305997.0
1742,234285.0
1743,258472.0
1744,580785.0
1745,446518.0
1746,312953.0
1747,384338.0
1748,352331.0
1749,286413.0
1750,248664.0
1751,422381.0
1752,228727.0
1753,270910.0
1754,329938.0
1755,359556.0
1756,231096.0
1757,245030.0
1758,255461.0
1759,295882.0
1760,305183.0
1761,279602.0
1762,273898.0
1763,312713.0
1764,247999.0
1765,305579.0
1766,334330.0
1767,417773.0
1768,268610.0
1769,346246.0
1770,287424.0
1771,235646.0
1772,253071.0
1773,250127.0
1774,250259.0
1775,260742.0
1776,262027.0
1777,217972.0
1778,258193.0
1779,232442.0
1780,318245.0
1781,249950.0
1782,178867.0
1783,259568.0
1784,209479.0
1785,253096.0
1786,247026.0
1787,269165.0
1788,119559.0
1789,212315.0
1790,185746.0
1791,286356.0
1792,300587.0
1793,251979.0
1794,278175.0
1795,272692.0
1796,253027.0
1797,213066.0
1798,237722.0
1799,227182.0
1800,233133.0
1801,247966.0
1802,227768.0
1803,239192.0
1804,259632.0
1805,256091.0
1806,196792.0
1807,206132.0
1808,261051.0
1809,211124.0
1810,228971.0
1811,141194.0
1812,177337.0
1813,208982.0
1814,185787.0
1815,121221.0
1816,207572.0
1817,199288.0
1818,232617.0
1819,206448.0
1820,97406.0
1821,185664.0
1822,255329.0
1823,102881.0
1824,211807.0
1825,205987.0
1826,180255.0
1827,185631.0
1828,204848.0
1829,217302.0
1830,230559.0
1831,257881.0
1832,100138.0
1833,201801.0
1834,207552.0
1835,192558.0
1836,197267.0
1837,155974.0
1838,231646.0
1839,181381.0
1840,265727.0
1841,263542.0
1842,158808.0
1843,274698.0
1844,250762.0
1845,289472.0
1846,335148.0
1847,321693.0
1848,130739.0
1849,231482.0
1850,241068.0
1851,270362.0
1852,237578.0
1853,207065.0
1854,341101.0
1855,332295.0
1856,382965.0
1857,338498.0
1858,219006.0
1859,207418.0
1860,268491.0
1861,207012.0
1862,436724.0
1863,381996.0
1864,382465.0
1865,587374.0
1866,570650.0
1867,447044.0
1868,495811.0
1869,349842.0
1870,438886.0
1871,501640.0
1872,326923.0
1873,469947.0
1874,296597.0
1875,408344.0
1876,316272.0
1877,387311.0
1878,405611.0
1879,302919.0
1880,246398.0
1881,452066.0
1882,433024.0
1883,330118.0
1884,369946.0
1885,481577.0
1886,504338.0
1887,372197.0
1888,475389.0
1889,316943.0
1890,245853.0
1891,199476.0
1892,195014.0
1893,242412.0
1894,233225.0
1895,265724.0
1896,228734.0
1897,200222.0
1898,206005.0
1899,288142.0
1900,291918.0
1901,315131.0
1902,302576.0
1903,317683.0
1904,268115.0
1905,367758.0
1906,286301.0
1907,386876.0
1908,155572.0
1909,169046.0
1910,156911.0
1911,351160.0
1912,563605.0
1913,223289.0
1914,140023.0
1915,385689.0
1916,175784.0
1917,410088.0
1918,277710.0
1919,301266.0
1920,276836.0
1921,659891.0
1922,598391.0
1923,349211.0
1924,468521.0
1925,334757.0
1926,634036.0
1927,290283.0
1928,306907.0
1929,242713.0
1930,245407.0
1931,259178.0
1932,263709.0
1933,311532.0
1934,298491.0
1935,286540.0
1936,323187.0
1937,339790.0
1938,349547.0
1939,358786.0
1940,320025.0
1941,308541.0
1942,333157.0
1943,358065.0
1944,546792.0
1945,647562.0
1946,379398.0
1947,484369.0
1948,527583.0
1949,448993.0
1950,362006.0
1951,484327.0
1952,423916.0
1953,333798.0
1954,324091.0
1955,257673.0
1956,465639.0
1957,304153.0
1958,497908.0
1959,245386.0
1960,238629.0
1961,234154.0
1962,127702.0
1963,141359.0
1964,129862.0
1965,179186.0
1966,207312.0
1967,572540.0
1968,629048.0
1969,670831.0
1970,633495.0
1971,666148.0
1972,572419.0
1973,420429.0
1974,507024.0
1975,703201.0
1976,497022.0
1977,591937.0
1978,597320.0
1979,564395.0
1980,416821.0
1981,542346.0
1982,387251.0
1983,373614.0
1984,240222.0
1985,317238.0
1986,300429.0
1987,302650.0
1988,306754.0
1989,327351.0
1990,339795.0
1991,392877.0
1992,340055.0
1993,312572.0
1994,366625.0
1995,329940.0
1996,424541.0
1997,509524.0
1998,544362.0
1999,423629.0
2000,505420.0
2001,442319.0
2002,457693.0
2003,451285.0
2004,464111.0
2005,415600.0
2006,419034.0
2007,469350.0
2008,382841.0
2009,328028.0
2010,368231.0
2011,297757.0
2012,340449.0
2013,303687.0
2014,306183.0
2015,383372.0
2016,317837.0
2017,329728.0
2018,250489.0
2019,269049.0
2020,209462.0
2021,207799.0
2022,409458.0
2023,250307.0
2024,376658.0
2025,545766.0
2026,273973.0
2027,235827.0
2028,232305.0
2029,212774.0
2030,400800.0
2031,359532.0
2032,361412.0
2033,357243.0
2034,238611.0
2035,364837.0
2036,266129.0
2037,269000.0
2038,368854.0
2039,420257.0
2040,535504.0
2041,557919.0
2042,338502.0
2043,325869.0
2044,319948.0
2045,435718.0
2046,273725.0
2047,249908.0
2048,260965.0
2049,268641.0
2050,339643.0
2051,209705.0
2052,255588.0
2053,291046.0
2054,164333.0
2055,274820.0
2056,269390.0
2057,222775.0
2058,381462.0
2059,255921.0
2060,305879.0
2061,327616.0
2062,264853.0
2063,257556.0
2064,259174.0
2065,244091.0
2066,320177.0
2067,200664.0
2068,278167.0
2069,174119.0
2070,204209.0
2071,186912.0
2072,248273.0
2073,260697.0
2074,362614.0
2075,314419.0
2076,228031.0
2077,278882.0
2078,240108.0
2079,239689.0
2080,223833.0
2081,224878.0
2082,200143.0
2083,240930.0
2084,225306.0
2085,236788.0
2086,210506.0
2087,228398.0
2088,158427.0
2089,154061.0
2090,210992.0
2091,209149.0
2092,206936.0
2093,185152.0
2094,209628.0
2095,276211.0
2096,154694.0
2097,185197.0
2098,244071.0
2099,129283.0
2100,157207.0
2101,187134.0
2102,213751.0
2103,213819.0
2104,224514.0
2105,200978.0
2106,142582.0
2107,322762.0
2108,234450.0
2109,216146.0
2110,225867.0
2111,227359.0
2112,221041.0
2113,199405.0
2114,199494.0
2115,244583.0
2116,210948.0
2117,231275.0
2118,211555.0
2119,194655.0
2120,191775.0
2121,163533.0
2122,202660.0
2123,155452.0
2124,237273.0
2125,206302.0
2126,244911.0
2127,238615.0
2128,194598.0
2129,190802.0
2130,234451.0
2131,229529.0
2132,217668.0
2133,224641.0
2134,220974.0
2135,208733.0
2136,142797.0
2137,220870.0
2138,260198.0
2139,305359.0
2140,275169.0
2141,260598.0
2142,260214.0
2143,245240.0
2144,240757.0
2145,271846.0
2146,339665.0
2147,260007.0
2148,236120.0
2149,289767.0
2150,487111.0
2151,219469.0
2152,330129.0
2153,288687.0
2154,196503.0
2155,251850.0
2156,370214.0
2157,401456.0
2158,403384.0
2159,357206.0
2160,351406.0
2161,438205.0
2162,634944.0
2163,596733.0
2164,461192.0
2165,353198.0
2166,290253.0
2167,394164.0
2168,354648.0
2169,344302.0
2170,388934.0
2171,300267.0
2172,265147.0
2173,301644.0
2174,392739.0
2175,467211.0
2176,556102.0
2177,374950.0
2178,395338.0
2179,236678.0
2180,340521.0
2181,368806.0
2182,423876.0
2183,373861.0
2184,240556.0
2185,234143.0
2186,243935.0
2187,275631.0
2188,257190.0
2189,522933.0
2190,139282.0
2191,147583.0
2192,168352.0
2193,223523.0
2194,191550.0
2195,220375.0
2196,184284.0
2197,201956.0
2198,286885.0
2199,272198.0
2200,275240.0
2201,302296.0
2202,343103.0
2203,252116.0
2204,297179.0
2205,225125.0
2206,261887.0
2207,354531.0
2208,416458.0
2209,473968.0
2210,167601.0
2211,214292.0
2212,211671.0
2213,193402.0
2214,211767.0
2215,205670.0
2216,243581.0
2217,165201.0
2218,125083.0
2219,117843.0
2220,151898.0
2221,387306.0
2222,352053.0
2223,566698.0
2224,367820.0
2225,210983.0
2226,314165.0
2227,296322.0
2228,505239.0
2229,468243.0
2230,279235.0
2231,423227.0
2232,357006.0
2233,408601.0
2234,462751.0
2235,356686.0
2236,494644.0
2237,546462.0
2238,345793.0
2239,221433.0
2240,237112.0
2241,307225.0
2242,197615.0
2243,175239.0
2244,145847.0
2245,132468.0
2246,327410.0
2247,135597.0
2248,236744.0
2249,231743.0
2250,273685.0
2251,333281.0
2252,314874.0
2253,274617.0
2254,300080.0
2255,292988.0
2256,307629.0
2257,296723.0
2258,324467.0
2259,284895.0
2260,365098.0
2261,310981.0
2262,329352.0
2263,535124.0
2264,1206916.0
2265,453543.0
2266,474382.0
2267,630966.0
2268,661527.0
2269,288207.0
2270,385179.0
2271,407857.0
2272,352305.0
2273,327397.0
2274,340540.0
2275,352001.0
2276,355243.0
2277,296065.0
2278,259916.0
2279,245350.0
2280,285148.0
2281,259003.0
2282,330111.0
2283,145864.0
2284,149971.0
2285,207762.0
2286,231681.0
2287,597949.0
2288,536832.0
2289,618346.0
2290,690881.0
2291,524668.0
2292,726912.0
2293,716134.0
2294,621848.0
2295,737402.0
2296,578750.0
2297,516026.0
2298,630506.0
2299,544120.0
2300,562031.0
2301,531998.0
2302,445247.0
2303,432850.0
2304,441541.0
2305,289129.0
2306,285518.0
2307,317784.0
2308,361049.0
2309,459214.0
2310,385427.0
2311,298137.0
2312,352465.0
2313,311075.0
2314,358592.0
2315,306258.0
2316,310699.0
2317,353580.0
2318,301801.0
2319,322150.0
2320,340690.0
2321,326921.0
2322,282425.0
2323,414417.0
2324,340169.0
2325,404071.0
2326,344012.0
2327,329520.0
2328,351888.0
2329,315404.0
2330,310983.0
2331,559226.0
2332,553047.0
2333,489761.0
2334,408388.0
2335,456682.0
2336,471636.0
2337,407062.0
2338,511195.0
2339,410149.0
2340,631639.0
2341,410038.0
2342,407317.0
2343,400782.0
2344,357042.0
2345,403619.0
2346,406007.0
2347,390846.0
2348,395110.0
2349,312020.0
2350,517014.0
2351,480777.0
2352,473376.0
2353,379868.0
2354,253346.0
2355,280756.0
2356,323946.0
2357,345364.0
2358,336735.0
2359,252275.0
2360,217896.0
2361,252755.0
2362,506220.0
2363,260652.0
2364,300220.0
2365,322984.0
2366,301818.0
2367,324669.0
2368,315827.0
2369,344765.0
2370,216755.0
2371,215941.0
2372,356310.0
2373,417710.0
2374,484334.0
2375,445839.0
2376,484433.0
2377,619741.0
2378,300352.0
2379,296500.0
2380,270961.0
2381,332556.0
2382,382121.0
2383,380285.0
2384,402255.0
2385,319483.0
2386,278989.0
2387,255971.0
2388,198058.0
2389,239055.0
2390,300151.0
2391,269884.0
2392,242958.0
2393,316285.0
2394,272902.0
2395,311119.0
2396,287027.0
2397,451981.0
2398,281421.0
2399,112098.0
2400,105445.0
2401,203909.0
2402,273131.0
2403,252605.0
2404,275864.0
2405,302440.0
2406,266804.0
2407,234214.0
2408,272659.0
2409,256262.0
2410,289883.0
2411,243243.0
2412,302257.0
2413,263875.0
2414,291714.0
2415,247109.0
2416,263917.0
2417,248036.0
2418,251820.0
2419,209854.0
2420,243800.0
2421,253841.0
2422,264232.0
2423,222270.0
2424,294010.0
2425,340814.0
2426,233651.0
2427,242331.0
2428,315493.0
2429,232310.0
2430,250627.0
2431,204832.0
2432,266034.0
2433,265217.0
2434,253543.0
2435,267015.0
2436,205721.0
2437,218367.0
2438,231040.0
2439,208650.0
2440,209255.0
2441,158573.0
2442,163368.0
2443,233596.0
2444,251820.0
2445,148369.0
2446,224655.0
2447,329839.0
2448,234039.0
2449,179519.0
2450,248478.0
2451,201101.0
2452,337655.0
2453,189292.0
2454,237582.0
2455,204551.0
2456,219506.0
2457,208641.0
2458,209948.0
2459,204592.0
2460,223847.0
2461,204066.0
2462,220418.0
2463,202175.0
2464,266079.0
2465,249756.0
2466,204633.0
2467,228154.0
2468,139801.0
2469,141285.0
2470,302035.0
2471,336932.0
2472,267549.0
2473,171261.0
2474,159077.0
2475,367805.0
2476,185817.0
2477,263313.0
2478,282129.0
2479,232288.0
2480,312331.0
2481,249086.0
2482,241155.0
2483,231794.0
2484,241491.0
2485,243063.0
2486,308709.0
2487,295630.0
2488,297190.0
2489,290609.0
2490,298455.0
2491,183884.0
2492,351997.0
2493,317485.0
2494,334391.0
2495,204621.0
2496,398947.0
2497,271527.0
2498,209685.0
2499,188737.0
2500,199082.0
2501,246751.0
2502,250899.0
2503,170024.0
2504,398198.0
2505,360293.0
2506,464618.0
2507,485768.0
2508,474646.0
2509,424474.0
2510,415756.0
2511,331182.0
2512,364392.0
2513,367837.0
2514,510767.0
2515,318289.0
2516,313969.0
2517,277256.0
2518,334536.0
2519,389114.0
2520,371918.0
2521,342696.0
2522,365388.0
2523,264554.0
2524,264836.0
2525,286977.0
2526,260468.0
2527,266887.0
2528,263265.0
2529,266741.0
2530,238894.0
2531,456540.0
2532,370406.0
2533,338591.0
2534,442574.0
2535,485153.0
2536,424211.0
2537,506497.0
2538,329517.0
2539,348617.0
2540,329093.0
2541,326342.0
2542,288638.0
2543,245371.0
2544,227254.0
2545,298316.0
2546,245416.0
2547,238324.0
2548,233595.0
2549,257698.0
2550,1274063.0
2551,212948.0
2552,226818.0
2553,137754.0
2554,180706.0
2555,243654.0
2556,212335.0
2557,210504.0
2558,234013.0
2559,237673.0
2560,254965.0
2561,249476.0
2562,231193.0
2563,256314.0
2564,321506.0
2565,282538.0
2566,253064.0
2567,226791.0
2568,430402.0
2569,439837.0
2570,164075.0
2571,371385.0
2572,242994.0
2573,480768.0
2574,502595.0
2575,229525.0
2576,190917.0
2577,221945.0
2578,144974.0
2579,158778.0
2580,156391.0
2581,177902.0
2582,189088.0
2583,410193.0
2584,310229.0
2585,339137.0
2586,412960.0
2587,347973.0
2588,286420.0
2589,263514.0
2590,315365.0
2591,420012.0
2592,386785.0
2593,433013.0
2594,351362.0
2595,360090.0
2596,523295.0
2597,328479.0
2598,437057.0
2599,620727.0
2600,385555.0
2601,252814.0
2602,107611.0
2603,126322.0
2604,113021.0
2605,110828.0
2606,282735.0
2607,381615.0
2608,484779.0
2609,289048.0
2610,207711.0
2611,289723.0
2612,295188.0
2613,280009.0
2614,261790.0
2615,289674.0
2616,294294.0
2617,321193.0
2618,524271.0
2619,366736.0
2620,308517.0
2621,328782.0
2622,311736.0
2623,431194.0
2624,498387.0
2625,490340.0
2626,307769.0
2627,262935.0
2628,644265.0
2629,726341.0
2630,549317.0
2631,672806.0
2632,611172.0
2633,473440.0
2634,728096.0
2635,302657.0
2636,330972.0
2637,353688.0
2638,403631.0
2639,310370.0
2640,302445.0
2641,199078.0
2642,310128.0
2643,154046.0
2644,159150.0
2645,147011.0
2646,128778.0
2647,134373.0
2648,225790.0
2649,259354.0
2650,199744.0
2651,185064.0
2652,648778.0
2653,532492.0
2654,483840.0
2655,680349.0
2656,548672.0
2657,526552.0
2658,504184.0
2659,481790.0
2660,546521.0
2661,627259.0
2662,652933.0
2663,512980.0
2664,423757.0
2665,540412.0
2666,457780.0
2667,308787.0
2668,340900.0
2669,352902.0
2670,436170.0
2671,336147.0
2672,272699.0
2673,274420.0
2674,269496.0
2675,265499.0
2676,343472.0
2677,306694.0
2678,395998.0
2679,453108.0
2680,452128.0
2681,522134.0
2682,491428.0
2683,739589.0
2684,494711.0
2685,508732.0
2686,480352.0
2687,571190.0
2688,415417.0
2689,396745.0
2690,618086.0
2691,309997.0
2692,254903.0
2693,393230.0
2694,291224.0
2695,333725.0
2696,322000.0
2697,307864.0
2698,317734.0
2699,297978.0
2700,290982.0
2701,280424.0
2702,232129.0
2703,222912.0
2704,257750.0
2705,239235.0
2706,233280.0
2707,251249.0
2708,277906.0
2709,197328.0
2710,244824.0
2711,466820.0
2712,544070.0
2713,285533.0
2714,234814.0
2715,241531.0
2716,260900.0
2717,345752.0
2718,396028.0
2719,316083.0
2720,337598.0
2721,256863.0
2722,263338.0
2723,271480.0
2724,243679.0
2725,259489.0
2726,290246.0
2727,299533.0
2728,304625.0
2729,261365.0
2730,287184.0
2731,258950.0
2732,276514.0
2733,278587.0
2734,276489.0
2735,255393.0
2736,250860.0
2737,249930.0
2738,251150.0
2739,319988.0
2740,272567.0
2741,258831.0
2742,289356.0
2743,284351.0
2744,312190.0
2745,260978.0
2746,291913.0
2747,263120.0
2748,225960.0
2749,277446.0
2750,282242.0
2751,307240.0
2752,400796.0
2753,286189.0
2754,383677.0
2755,239240.0
2756,218400.0
2757,171828.0
2758,181890.0
2759,249946.0
2760,209321.0
2761,291675.0
2762,283703.0
2763,324339.0
2764,310919.0
2765,482618.0
2766,243422.0
2767,166010.0
2768,228373.0
2769,233226.0
2770,256795.0
2771,214777.0
2772,204767.0
2773,260732.0
2774,249601.0
2775,173291.0
2776,252710.0
2777,245337.0
2778,185736.0
2779,193343.0
2780,183845.0
2781,193968.0
2782,196530.0
2783,183038.0
2784,217179.0
2785,219045.0
2786,157021.0
2787,232167.0
2788,150428.0
2789,257233.0
2790,159727.0
2791,239114.0
2792,95357.0
2793,247297.0
2794,165765.0
2795,203167.0
2796,214491.0
2797,438459.0
2798,186937.0
2799,209297.0
2800,142876.0
2801,198250.0
2802,263303.0
2803,295024.0
2804,288919.0
2805,195565.0
2806,167231.0
2807,275711.0
2808,294615.0
2809,269888.0
2810,249451.0
2811,280310.0
2812,275017.0
2813,254987.0
2814,246932.0
2815,246741.0
2816,498407.0
2817,324096.0
2818,266669.0
2819,237614.0
2820,245972.0
2821,189471.0
2822,364152.0
2823,492030.0
2824,328246.0
2825,275156.0
2826,270593.0
2827,236868.0
2828,338992.0
2829,347866.0
2830,408893.0
2831,324398.0
2832,422656.0
2833,529119.0
2834,392213.0
2835,408079.0
2836,348219.0
2837,301285.0
2838,315577.0
2839,344922.0
2840,357639.0
2841,350954.0
2842,424955.0
2843,261580.0
2844,280622.0
2845,244187.0
2846,364572.0
2847,317239.0
2848,414898.0
2849,336478.0
2850,439317.0
2851,439670.0
2852,392972.0
2853,404461.0
2854,231247.0
2855,365047.0
2856,351664.0
2857,329293.0
2858,359026.0
2859,206417.0
2860,211861.0
2861,271113.0
2862,315187.0
2863,228919.0
2864,382317.0
2865,207273.0
2866,198364.0
2867,192544.0
2868,178986.0
2869,182616.0
2870,251798.0
2871,152558.0
2872,127887.0
2873,203719.0
2874,244806.0
2875,194137.0
2876,287481.0
2877,218383.0
2878,299442.0
2879,261062.0
2880,169612.0
2881,329833.0
2882,311179.0
2883,324673.0
2884,377908.0
2885,328567.0
2886,389607.0
2887,176452.0
2888,235685.0
2889,128891.0
2890,174743.0
2891,244923.0
2892,123222.0
2893,135868.0
2894,121523.0
2895,416095.0
2896,367423.0
2897,431271.0
2898,261796.0
2899,380518.0
2900,303912.0
2901,618051.0
2902,326269.0
2903,554094.0
2904,593225.0
2905,241178.0
2906,322805.0
2907,163454.0
2908,274137.0
2909,280591.0
2910,107103.0
2911,106560.0
2912,298677.0
2913,106866.0
2914,104418.0
2915,118851.0
2916,112428.0
2917,361669.0
2918,235154.0
2919,345747.0
